aboleth,adult black dragon,zombie,mimic,kobold,owlbear,Plantosaurus Hatchling,Young Plantosaurus,Adult Plantosaurus,Fire-tail Wyrmling,Fire-tail Young,Fire-tail Adult,Giant Chelonian,Giant Chelonian Young,Giant Chelonian Adult,Redcrest Hatchling,Young Redcrest,Redcrest Adult,Purple Dire Rat,Brown Dire Rat,Young Talonwing,Adult Talonwing,Dire Viper,Dire Constrictor,Thunder Mouse,Voltear,Sand Mouse,Sandstrike,Poison Bunny,Toxicthorn,Earthbreaker (male),Earthbreaker (female),Starwhisper,Faecharm,Flame Fox,Flame Mane,Young Lullabye,Jovialuff,Young Nightwing,Adult Nightwing,Feybloom Sprout,Young Feybloom,Adult Feybloom,Young Mushroom Crab,Adult Mushroom Crab,Purple Larve,Giant Purple Moth,Earthling,Earthling Trio,Royal Dire Kitten,Royal Dire Cat,Psionic Duckling,Psionic Duck,Pigkey,Swinkey,Firepup,Firehound,Aquasprite,Whirlstream Elemental,Torrential Elemental,Mindling,Mindmaster,Mindlord,Titanling,Titanfighter,Titanlord,Sproutling,Bellstalker,Vine Tyrant,Tendril Spawn,Tendril Horror,Pebblin,Boulderkin,Stoneward,Flamesteed,Blazecharger,Mindwanderer,Adult Mindwanderer,Magnolet,Magnocluster,Farileaf,Diovian,Triavian,Icepup,Icetusk,Sludge Horror,Toxic Mire,Shellspike,Shellguard,Ectospecter,Ectowraith,Ectophantasm,Terradrake,Young Dreamweaver,Dreamweaver,Snapclaw,Kingclaw,Volt Sphere,Electro Orb,Seedclust,Treantor,Bonecrier,Bonebreaker,Kickmaster,Fistmaster,Tonguelasher,Miasmorb,Toxflume,Rockhorn,Rhygore,Lifebringer,Tangler,Pouchbeast,Currentswimmer,Stormseeker,Swiftfin,Hornfish,Luminara,Stellara,Mimicry Mage,Bladewing,Frostwitch,Thunderbeast,Magmaduck,Clawmauler,Thunderhorn,Floundersnap,Stormwyrm,Morphling,Evoolve,Aquaflare,Voltstrike,Pyreclaw,Data Wraith,Shelldweller,Ancient Shelldweller,Trilobyte,Trilobyte Predator,Skyterror,Colosslumber,Frostwing,Thunderwing,Firewing,Young Starborne Serpent,Adult Starborne Serpent,Ancient Starborne Serpent,Mythra,Psionis,CR,HP,type
0,0,100,100,100,24,100,100,0,100,82,0,100,69,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,61,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,65,100,100,85,67,100,100,100,100,1,100,100,16,100,100,100,100,100,100,100,100,99,100,0,0,0,100,0,100,100,100,100,98,100,100,100,100,97,2,0,0,0,0,100,0,0,31,0,5.0,119,Large monstrosity
0,0,100,100,100,11,100,100,0,100,78,0,100,63,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,24,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,51,100,100,100,100,100,100,57,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,45,100,100,67,38,100,100,100,100,1,100,100,5,100,100,100,100,100,97,100,100,97,99,0,0,0,100,0,100,100,100,100,97,100,100,99,100,78,0,0,0,0,0,100,0,0,25,0,5.0,119,Large monstrosity
0,0,1,0,79,0,9,0,0,0,0,0,0,0,0,100,100,0,100,3,100,0,20,0,45,0,100,0,100,24,0,0,49,0,98,0,74,0,100,0,100,0,0,76,0,100,1,1,0,30,0,0,0,95,0,0,0,100,1,0,100,4,0,0,0,0,100,0,0,70,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,4,0,92,0,0,0,1,0,0,0,15,0,19,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,33,Small fey
0,0,99,0,100,0,100,0,0,0,0,0,0,0,0,100,100,54,100,100,100,28,100,0,100,0,100,2,100,100,0,0,100,46,100,0,100,0,100,0,100,60,0,100,75,100,95,86,0,100,0,91,0,100,0,91,0,100,99,0,100,100,0,75,0,0,100,0,0,100,0,46,0,0,1,0,4,0,97,0,9,100,0,1,0,55,0,99,0,100,10,0,0,93,0,92,0,100,0,100,0,14,0,0,0,0,100,0,0,0,5,0,0,52,0,100,0,43,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,68,Medium fey
0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,100,100,0,100,0,100,0,0,0,0,0,94,0,100,0,0,0,1,0,48,0,4,0,100,0,91,0,0,11,0,100,0,0,0,0,0,0,0,35,0,0,0,100,0,0,100,0,0,0,0,0,100,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,Small beast
0,0,100,50,100,0,100,1,0,96,0,0,99,0,0,100,100,100,100,100,100,100,100,96,100,100,100,100,100,100,0,0,100,100,100,42,100,100,100,100,100,100,97,100,100,100,100,100,98,100,100,100,79,100,92,100,0,100,100,70,100,100,100,100,100,0,100,100,11,100,100,100,92,0,100,63,100,0,100,100,100,100,98,100,0,100,47,100,100,100,100,0,0,100,76,100,100,100,100,100,0,100,1,0,0,99,100,77,28,0,100,27,0,100,10,100,26,100,2,100,3,2,1,0,0,0,100,0,84,100,4,21,1,34,100,0,100,0,0,0,0,0,0,12,0,0,0,0,5.0,97,Large beast
0,0,0,0,75,0,7,0,0,0,0,0,0,0,0,100,100,0,100,0,100,0,6,0,29,0,100,0,100,10,0,0,20,0,92,0,50,0,100,0,99,0,0,49,0,100,0,0,0,13,0,0,0,80,0,0,0,100,0,0,100,0,0,0,0,0,100,0,0,56,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,72,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,31,Small fey
0,0,100,0,100,0,100,0,0,35,0,0,34,0,0,100,100,100,100,100,100,100,100,12,100,63,100,99,100,100,0,0,100,100,100,0,100,48,100,87,100,100,2,100,100,100,100,100,13,100,25,100,2,100,2,100,0,100,100,0,100,100,52,100,49,0,100,96,0,100,83,100,1,0,99,0,100,0,100,22,98,100,17,99,0,100,0,100,21,100,94,0,0,100,3,100,34,100,78,100,0,98,0,0,0,50,100,4,1,0,100,0,0,100,0,100,0,100,0,26,0,0,0,0,0,0,100,0,13,100,0,0,0,0,100,0,80,0,0,0,0,0,0,0,0,0,0,0,4.0,85,Medium fey
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,67,0,82,0,100,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,47,0,3,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,70,0,0,43,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,9,Small monstrosity
0,0,100,0,100,0,100,0,0,3,0,0,8,0,0,100,100,100,100,100,100,100,100,2,100,16,100,91,100,100,0,0,100,100,100,0,100,12,100,44,100,100,0,100,100,100,100,100,0,100,2,100,0,100,0,100,0,100,100,0,100,100,12,100,12,0,100,73,0,100,47,100,1,0,84,0,97,0,100,1,89,100,0,89,0,100,0,100,2,100,73,0,0,100,0,100,5,100,43,100,0,94,0,0,0,9,100,0,0,0,99,0,0,99,0,100,0,98,0,5,0,0,0,0,0,0,100,0,1,100,0,0,0,0,100,0,37,0,0,0,0,0,0,0,0,0,0,0,3.0,68,Large monstrosity
0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,98,99,0,100,0,100,0,0,0,0,0,58,0,100,0,0,0,0,0,9,0,0,0,90,0,43,0,0,0,0,100,0,0,0,0,0,0,0,6,0,0,0,100,0,0,100,0,0,0,0,0,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,11,Small plant
0,0,98,0,100,0,100,0,0,0,0,0,0,0,0,100,100,44,100,100,100,15,100,0,100,0,100,4,100,100,0,0,100,50,100,0,100,0,100,0,100,53,0,100,65,100,95,85,0,100,0,83,0,100,0,86,0,100,97,0,100,100,0,64,0,0,100,0,0,100,0,66,0,0,0,0,4,0,91,0,6,100,0,1,0,57,0,99,0,100,7,0,0,96,0,86,0,100,0,99,0,8,0,0,0,0,100,0,0,0,4,0,0,43,0,100,0,30,0,0,0,0,0,0,0,0,100,0,0,96,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,45,Medium plant
0,0,100,8,100,0,100,0,0,72,0,0,85,0,0,100,100,100,100,100,100,100,100,57,100,100,100,100,100,100,0,0,100,100,100,2,100,96,100,100,100,100,50,100,100,100,100,100,81,100,96,100,33,100,38,100,0,100,100,14,100,100,100,100,99,0,100,100,0,100,100,100,26,0,100,8,100,0,100,82,100,100,86,100,0,100,5,100,79,100,99,0,0,100,24,100,90,100,98,100,0,100,0,0,0,90,100,38,1,0,100,2,0,100,0,100,2,100,0,85,0,0,0,0,0,0,100,0,37,100,0,1,0,2,100,0,100,0,0,0,0,0,0,1,0,0,0,0,4.0,84,Large plant
0,0,1,0,83,0,2,0,0,0,0,0,0,0,0,100,100,0,100,0,100,0,5,0,25,0,100,0,100,4,0,0,30,0,90,0,53,0,100,0,99,0,0,56,0,100,0,0,0,18,0,0,0,77,0,1,0,100,0,0,100,3,0,0,0,0,100,0,0,55,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,Small vermin
0,0,95,0,100,0,99,0,0,0,0,0,0,0,0,100,100,33,100,100,100,13,100,0,100,0,100,1,100,100,0,0,100,38,100,0,100,0,100,0,100,31,0,100,59,100,93,76,0,100,0,74,0,100,0,73,0,100,87,0,100,100,0,54,0,0,100,0,0,100,0,39,0,0,0,0,3,0,87,0,4,100,0,1,0,41,0,96,0,100,9,0,0,81,0,64,0,99,1,100,0,5,0,0,0,0,100,0,0,0,2,0,0,33,0,100,0,22,0,0,0,0,0,0,0,0,100,0,0,99,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,36,Medium vermin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,3,Tiny vermin
0,0,70,0,100,0,90,0,0,0,0,0,0,0,0,100,100,28,100,88,100,0,96,0,99,0,100,0,100,100,0,0,100,0,100,0,100,0,100,0,100,3,0,100,10,100,50,45,0,100,0,22,0,100,0,39,0,100,47,0,100,95,0,15,0,0,100,0,0,100,0,15,0,0,0,0,0,0,58,0,0,100,0,0,0,8,0,84,0,100,0,0,0,47,0,35,0,92,0,90,0,0,0,0,0,0,94,0,0,0,0,0,0,12,0,100,0,6,0,0,0,0,0,0,0,0,100,0,0,78,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,26,Small vermin
0,0,63,0,100,0,94,0,0,0,0,0,0,0,0,100,100,15,100,88,100,6,96,0,99,0,100,0,100,100,0,0,100,15,100,0,99,0,100,0,100,11,0,100,16,100,49,48,0,100,0,36,0,100,0,40,0,100,58,0,100,97,0,23,0,0,100,0,0,100,0,15,0,0,0,0,1,0,49,0,1,99,0,0,0,19,0,86,0,100,0,0,0,53,0,43,0,96,0,87,0,1,0,0,0,0,97,0,0,0,1,0,0,13,0,100,0,13,0,0,0,0,0,0,0,0,100,0,0,77,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,Small elemental
0,0,100,4,100,0,100,0,0,57,0,0,60,0,0,100,100,100,100,100,100,100,100,42,100,83,100,100,100,100,0,0,100,100,100,2,100,82,100,100,100,100,27,100,100,100,100,100,47,100,69,100,15,100,8,100,0,100,100,7,100,100,82,100,91,0,100,100,0,100,98,100,7,0,100,6,100,0,100,37,100,100,57,100,0,100,13,100,50,100,95,0,0,100,21,100,52,100,90,100,0,100,0,0,0,88,100,15,2,0,100,0,0,100,0,100,1,100,0,55,0,0,0,0,0,0,100,0,25,100,0,1,0,1,100,0,97,0,0,0,0,0,0,0,0,0,0,0,3.0,57,Medium elemental
0,0,8,0,98,0,10,0,0,0,0,0,0,0,0,100,100,0,100,10,100,0,31,0,70,0,100,0,100,41,0,0,71,0,100,0,84,0,100,0,100,0,0,87,0,100,0,0,0,59,0,0,0,98,0,2,0,100,0,0,100,15,0,0,0,0,100,0,0,87,0,0,0,0,0,0,0,0,4,0,0,71,0,0,0,1,0,11,0,93,0,0,0,1,0,1,0,27,0,25,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,100,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,22,Small beast
0,0,100,5,100,0,100,0,0,60,0,0,51,0,0,100,100,100,100,100,100,100,100,23,100,72,100,99,100,100,0,0,100,100,100,0,100,60,100,99,100,100,9,100,100,100,100,100,36,100,41,100,7,100,6,100,0,100,100,6,100,100,80,100,75,0,100,98,0,100,96,100,1,0,99,0,100,0,100,28,100,100,22,100,0,100,3,100,36,100,98,0,0,100,13,100,48,100,85,100,0,100,0,0,0,72,100,10,0,0,100,0,0,100,0,100,2,100,0,42,0,0,0,0,0,0,100,0,17,100,0,0,0,0,100,0,89,0,0,0,0,0,0,0,0,0,0,0,3.0,60,Medium beast
0,0,93,0,100,0,97,0,0,0,0,0,0,0,0,100,100,27,100,95,100,3,100,0,100,0,100,0,100,100,0,0,100,5,100,0,100,0,100,0,100,13,0,100,36,100,76,59,0,100,0,43,0,100,0,59,0,100,64,0,100,98,0,27,0,0,100,0,0,100,0,18,0,0,0,0,2,0,75,0,0,100,0,0,0,43,0,89,0,100,2,0,0,71,0,52,0,96,0,96,0,3,0,0,0,0,95,0,0,0,0,0,0,20,0,100,0,7,0,0,0,0,0,0,0,0,100,0,0,91,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,45,Medium aberration
0,0,100,52,100,0,100,1,0,81,0,0,88,0,0,100,100,100,100,100,100,100,100,89,100,99,100,100,100,100,0,0,100,100,100,19,100,98,100,100,100,100,69,100,100,100,100,100,86,100,90,100,61,100,60,100,0,100,100,32,100,100,98,100,99,0,100,100,0,100,99,100,27,0,100,37,100,0,100,84,100,100,86,100,0,100,76,100,76,100,100,0,0,100,51,100,87,100,99,100,0,100,3,0,0,98,100,43,29,0,100,19,0,100,2,100,11,100,0,91,2,0,0,0,0,0,100,0,64,100,1,2,1,9,100,0,100,0,0,0,0,0,0,4,0,0,0,0,5.0,85,Large aberration
0,0,0,0,53,0,3,0,0,0,0,0,0,0,0,100,100,0,100,0,100,0,6,0,4,0,97,0,100,4,0,0,5,0,67,0,22,0,100,0,89,0,0,20,0,100,0,0,0,5,0,0,0,46,0,0,0,100,0,0,100,0,0,0,0,0,100,0,0,26,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,11,Small beast
0,0,100,42,100,0,100,0,0,87,0,0,86,0,0,100,100,100,100,100,100,100,100,60,100,98,100,100,100,100,0,0,100,100,100,11,100,98,100,100,100,100,66,100,100,100,100,100,89,100,98,100,42,100,51,100,0,100,100,12,100,100,99,100,99,0,100,100,0,100,100,100,28,0,100,22,100,0,100,75,100,100,88,100,0,100,34,100,84,100,100,0,0,100,44,100,90,100,98,100,0,100,0,0,0,97,100,38,10,0,100,4,0,100,1,100,8,100,0,74,0,0,0,0,0,0,100,0,45,100,0,1,0,0,100,0,99,0,0,0,0,0,0,2,0,0,0,0,3.0,66,Medium beast
0,0,72,0,100,0,90,0,0,0,0,0,0,0,0,100,100,28,100,84,100,5,97,0,98,0,100,0,100,100,0,0,100,5,100,0,100,0,100,0,100,15,0,99,31,100,66,55,0,99,0,44,0,100,0,45,0,100,66,0,100,97,0,30,0,0,100,0,0,100,0,25,0,0,0,0,4,0,63,0,1,99,0,1,0,22,0,88,0,100,4,0,0,64,0,48,0,94,0,94,0,7,0,0,0,0,95,0,0,0,1,0,0,22,0,99,0,10,0,0,0,0,0,0,0,0,100,0,0,88,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,22,Medium beast
0,0,100,100,100,4,100,87,0,100,16,0,100,14,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,89,100,100,97,100,100,100,100,35,100,100,100,12,100,100,100,100,100,100,9,100,100,100,100,100,100,0,0,100,99,100,100,100,100,100,18,100,81,18,6,100,100,100,99,0,100,97,1,100,97,100,96,100,59,100,94,67,70,0,0,0,100,0,98,100,85,96,53,96,100,50,100,21,0,0,0,0,0,100,0,0,0,0,5.0,90,Large beast
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,60,0,81,0,100,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,50,0,0,38,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,18,Tiny elemental
0,0,75,0,100,0,95,0,0,0,0,0,0,0,0,100,100,5,100,87,100,0,100,0,100,0,100,0,100,100,0,0,100,1,100,0,100,0,100,0,100,4,0,100,14,100,53,36,0,100,0,31,0,100,0,38,0,100,51,0,100,99,0,10,0,0,100,0,0,100,0,13,0,0,0,0,0,0,52,0,0,100,0,0,0,12,0,87,0,100,0,0,0,60,0,39,0,92,0,98,0,1,0,0,0,0,91,0,0,0,0,0,0,7,0,99,0,7,0,0,0,0,0,0,0,0,100,0,0,93,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,44,Small elemental
0,0,100,48,100,0,100,2,0,97,0,0,98,0,0,100,100,100,100,100,100,100,100,88,100,100,100,100,100,100,0,0,100,100,100,33,100,100,100,100,100,100,86,100,100,100,100,100,95,100,100,100,76,100,86,100,0,100,100,64,100,100,100,100,100,1,100,100,1,100,100,100,57,0,100,49,100,0,100,96,100,100,94,100,0,100,50,100,92,100,100,0,0,100,70,100,98,100,100,100,0,100,1,0,0,100,100,71,15,0,100,25,0,100,6,100,16,100,1,96,0,1,0,0,0,0,100,0,69,100,5,11,0,20,100,0,100,0,0,0,0,0,0,6,0,0,0,0,5.0,95,Medium elemental
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,74,0,94,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,79,0,0,51,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,27,Small elemental
0,0,21,0,99,0,52,0,0,0,0,0,0,0,0,100,100,1,100,33,100,0,79,0,95,0,100,0,100,84,0,0,96,0,100,0,100,0,100,0,100,0,0,99,0,100,13,6,0,85,0,1,0,100,0,2,0,100,4,0,100,42,0,0,0,0,100,0,0,100,0,1,0,0,0,0,0,0,3,0,0,98,0,0,0,0,0,31,0,100,0,0,0,2,0,4,0,56,0,59,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,100,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,52,Medium elemental
0,0,100,0,100,0,100,0,0,31,0,0,32,0,0,100,100,100,100,100,100,100,100,8,100,55,100,99,100,100,0,0,100,100,100,0,100,44,100,83,100,100,0,100,100,100,100,100,14,100,19,100,0,100,0,100,0,100,100,0,100,100,52,100,49,0,100,97,0,100,80,100,0,0,95,0,99,0,100,15,99,100,2,98,0,100,0,100,14,100,96,0,0,100,1,100,12,100,81,100,0,100,0,0,0,35,100,6,0,0,100,0,0,100,0,100,0,100,0,22,0,0,0,0,0,0,100,0,8,100,0,0,0,0,100,0,77,0,0,0,0,0,0,0,0,0,0,0,5.0,88,Large elemental
0,0,94,0,100,0,99,0,0,0,0,0,0,0,0,100,100,31,100,99,100,10,99,0,100,0,100,2,100,100,0,0,100,29,100,0,100,0,100,0,100,30,0,100,50,100,86,76,0,100,0,65,0,100,0,72,0,100,84,0,100,99,0,51,0,0,100,0,0,100,0,41,0,0,0,0,2,0,85,0,6,100,0,0,0,40,0,95,0,100,7,0,0,84,0,74,0,99,1,97,0,6,0,0,0,0,100,0,0,0,1,0,0,24,0,100,0,24,0,0,0,0,0,0,0,0,100,0,0,94,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,36,Small elemental
0,0,100,0,100,0,100,0,0,28,0,0,28,0,0,100,100,100,100,100,100,100,100,9,100,58,100,100,100,100,0,0,100,100,100,0,100,48,100,85,100,100,0,100,100,100,100,100,7,100,15,100,1,100,0,100,0,100,100,0,100,100,57,100,42,0,100,91,0,100,87,100,0,0,96,0,100,0,100,12,99,100,7,95,0,100,0,100,16,100,98,0,0,100,3,100,19,100,75,100,0,100,0,0,0,42,100,3,0,0,100,0,0,100,0,100,0,98,0,29,0,0,0,0,0,0,100,0,6,100,0,0,0,0,100,0,89,0,0,0,0,0,0,0,0,0,0,0,3.0,64,Medium elemental
0,0,100,100,100,0,100,62,0,100,4,0,100,4,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,17,100,100,100,100,100,100,100,100,43,100,100,94,100,100,100,100,13,100,99,100,0,100,100,100,100,100,100,0,100,100,100,100,100,100,0,0,100,99,100,100,100,100,100,0,100,56,1,0,100,100,98,94,0,100,91,0,100,87,100,92,100,37,100,65,48,34,0,0,0,100,0,100,100,79,93,19,96,100,14,100,2,0,0,0,0,0,97,0,0,0,0,5.0,128,Large elemental
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,0,50,0,100,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,14,Tiny plant
0,0,100,0,100,0,100,0,0,1,0,0,3,0,0,100,100,95,100,100,100,99,100,1,100,9,100,71,100,100,0,0,100,100,100,0,100,4,100,21,100,100,0,100,100,100,100,100,0,100,1,100,0,100,0,100,0,100,100,0,100,100,3,100,4,0,100,49,0,100,19,100,0,0,67,0,82,0,100,0,85,100,0,61,0,98,0,100,0,100,64,0,0,100,0,100,1,100,34,100,0,82,0,0,0,2,100,0,0,0,90,0,0,97,0,100,0,97,0,3,0,0,0,0,0,0,100,0,1,100,0,0,0,0,99,0,25,0,0,0,0,0,0,0,0,0,0,0,2.0,52,Medium plant
0,0,100,98,100,0,100,25,0,100,1,0,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,1,100,100,97,100,100,100,100,100,6,100,100,55,100,100,100,99,2,100,87,100,0,100,100,100,100,100,100,0,100,94,100,100,100,100,0,0,100,95,100,100,100,100,100,0,100,12,0,0,100,100,98,60,0,100,75,0,100,39,100,62,100,15,100,30,17,1,0,0,0,100,0,96,100,36,76,0,80,100,1,100,0,0,0,0,0,0,46,0,0,0,0,5.0,104,Large plant
0,0,1,0,69,0,2,0,0,0,0,0,0,0,0,100,100,0,100,1,100,0,9,0,25,0,99,0,100,5,0,0,24,0,92,0,47,0,100,0,97,0,0,46,0,100,0,0,0,18,0,0,0,66,0,0,0,100,0,0,100,1,0,0,0,0,100,0,0,51,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2,0,67,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,99,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,Small elemental
0,0,100,0,100,0,100,0,0,13,0,0,14,0,0,100,100,100,100,100,100,100,100,1,100,17,100,85,100,100,0,0,100,100,100,0,100,17,100,52,100,100,0,100,100,100,100,100,1,100,6,100,0,100,0,100,0,100,100,0,100,100,19,100,16,0,100,73,0,100,50,100,0,0,79,0,97,0,100,3,89,100,1,78,0,99,0,100,3,100,78,0,0,100,0,100,4,100,50,100,0,94,0,0,0,5,100,0,0,0,97,0,0,99,0,100,0,99,0,8,0,0,0,0,0,0,100,0,2,100,0,0,0,0,100,0,58,0,0,0,0,0,0,0,0,0,0,0,3.0,52,Medium elemental
